,Annotation,Total,Confidence
group01278,Transmembrane component NikQ of energizing module of nickel ECF transporter,13,1.0
group01279,None Provided,15,0.4666666666666667
group01280,Glycerol kinase (EC 2.7.1.30),1,1.0
group01281,None Provided,14,0.6428571428571429
group01282,hypothetical protein,15,0.8
group01283,None Provided,13,0.6153846153846154
group01284,None Provided,15,0.8
group01285,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),14,0.9285714285714286
group01286,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),12,0.5
group01287,"Oxidoreductase, NAD(P)-dependent, weak similarity to Myo-inositol 2-dehydrogenase",7,1.0
group01288,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),11,1.0
group01289,None Provided,18,0.7777777777777778
group01290,None Provided,1,1.0
group01291,Choline dehydrogenase (EC 1.1.99.1),8,1.0
group01292,None Provided,13,0.5384615384615384
group01293,None Provided,2,0.5
group01294,"Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)",7,0.8571428571428571
group01295,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),5,0.4
group01296,None Provided,9,1.0
group01297,hypothetical protein,3,0.6666666666666666
group01298,"Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative",2,1.0
group01299,"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE",14,0.5714285714285714
group01300,None Provided,13,0.6923076923076923
group01301,Additional substrate-specific component NikN of nickel ECF transporter,13,0.7692307692307693
group01302,None Provided,17,1.0
group01303,Myo-inositol 2-dehydrogenase (EC 1.1.1.18),13,0.6923076923076923
group01304,hypothetical protein,9,0.8888888888888888
group01305,Mannose-6-phosphate isomerase (EC 5.3.1.8),13,1.0
group01306,hypothetical protein,2,1.0
group01307,probable peptidoglycan binding protein,9,0.7777777777777778
group01308,Gluconate dehydratase (EC 4.2.1.39),12,0.4166666666666667
group01309,None Provided,14,0.35714285714285715
group01310,None Provided,10,0.6
group01311,None Provided,16,0.5625
group01312,hypothetical protein,12,0.6666666666666666
group01313,PROBABLE INTEGRAL MEMBRANE PROTEIN,12,0.5833333333333334
group01314,Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88),12,1.0
group01315,Magnesium and cobalt transport protein CorA,9,1.0
group01316,Neopullulanase (EC 3.2.1.135) / Maltodextrin glucosidase (EC 3.2.1.20),13,0.6153846153846154
group01317,Myo-inositol 2-dehydrogenase (EC 1.1.1.18),10,0.5
group01318,None Provided,7,0.5714285714285714
group01319,"ABC alpha-glucoside transporter, inner membrane subunit AglF",14,0.7857142857142857
group01320,"Maltose/maltodextrin ABC transporter, permease protein MalG",12,0.9166666666666666
group01321,Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter,7,1.0
group01322,None Provided,1,1.0
group01323,None Provided,2,1.0
group01324,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster,15,0.7333333333333333
group01325,None Provided,9,0.3333333333333333
group01326,2-keto-3-deoxy-L-fuconate dehydrogenase,14,0.8571428571428571
group01327,hypothetical protein,11,1.0
group01328,N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14),3,0.6666666666666666
group01329,hypothetical protein,3,1.0
group01330,Permease of the drug/metabolite transporter (DMT) superfamily,7,1.0
group01331,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),10,1.0
group01332,None Provided,5,1.0
group01333,"TldE/PmbA family protein, Actinobacterial subgroup",13,0.9230769230769231
group01334,Glycosyltransferase,5,0.4
group01335,Protein yceI precursor,6,1.0
group01336,Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26),15,1.0
group01337,None Provided,10,0.5
group01338,Putative membrane protein YeiH,13,0.6153846153846154
group01339,"Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family",2,0.5
group01340,None Provided,12,0.4166666666666667
group01341,None Provided,2,0.5
group01342,hypothetical protein,4,1.0
group01343,Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22),4,1.0
group01344,None Provided,3,0.6666666666666666
group01345,"TldD family protein, Actinobacterial subgroup",12,1.0
group01346,hypothetical protein,16,0.8125
group01347,None Provided,16,0.4375
group01348,None Provided,9,0.5555555555555556
group01349,L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3) / Lysyl-tRNA synthetase (class II) (EC 6.1.1.6) fused to L-O-lysylphosphatidylglycerol synthetase,8,0.625
group01350,4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),14,0.6428571428571429
group01351,"extracellular solute-binding protein, family 1",13,0.46153846153846156
group01352,"Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)",8,0.875
group01353,hypothetical protein,15,0.6666666666666666
group01354,None Provided,10,0.5
group01355,"6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type",11,0.9090909090909091
group01356,None Provided,16,1.0
group01357,"Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)",8,1.0
group01358,hypothetical protein,8,0.625
group01359,CoA-disulfide reductase (EC 1.8.1.14) / Disulfide bond regulator,6,0.3333333333333333
group01360,None Provided,2,1.0
group01361,hypothetical protein,1,1.0
group01362,hypothetical protein,2,1.0
group01363,putative esterase,1,1.0
group01364,L-fuconolactone hydrolase,12,0.9166666666666666
group01365,hypothetical protein,16,0.875
group01366,None Provided,14,0.7857142857142857
group01367,Substrate-specific component CbrT of predicted cobalamin ECF transporter,7,0.5714285714285714
group01368,None Provided,7,0.5714285714285714
group01369,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)",7,1.0
group01370,None Provided,14,0.6428571428571429
group01371,NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3),1,1.0
group01372,metallo-beta-lactamase family protein,2,1.0
group01373,None Provided,15,0.7333333333333333
group01374,putative sodium-dependent bicarbonate transporter,4,1.0
group01375,4-hydroxyproline epimerase (EC 5.1.1.8),10,0.9
group01376,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),14,1.0
group01377,Glycogen debranching enzyme (EC 3.2.1.-),12,0.9166666666666666
group01378,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",12,1.0
group01379,Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,11,0.9090909090909091
group01380,3-demethylubiquinone-9 3-methyltransferase,9,0.6666666666666666
group01381,None Provided,4,1.0
group01382,None Provided,13,0.8461538461538461
group01383,None Provided,11,0.8181818181818182
group01384,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",15,0.8666666666666667
group01385,Alcohol dehydrogenase (EC 1.1.1.1),9,0.8888888888888888
group01386,FIG00474716: hypothetical protein,9,0.8888888888888888
group01387,"Maltose/maltodextrin ABC transporter, permease protein MalF",12,1.0
group01388,Universal stress protein family,4,0.75
group01389,CrcB protein,9,0.5555555555555556
group01390,ABC transporter ATP-binding protein,8,1.0
group01391,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),4,0.75
group01392,None Provided,2,0.5
group01393,DNA polymerase III epsilon subunit (EC 2.7.7.7),5,0.4
group01394,hypothetical protein,6,1.0
group01395,hypothetical protein,1,1.0
group01396,None Provided,3,0.6666666666666666
group01397,FIG00664180: hypothetical protein,9,0.7777777777777778
group01398,"Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)",10,0.8
group01399,None Provided,8,0.875
group01400,putative membrane protein,10,0.5
group01401,Large-conductance mechanosensitive channel,2,1.0
group01402,Alpha-amylase (EC 3.2.1.1),12,0.9166666666666666
group01403,Formate--tetrahydrofolate ligase (EC 6.3.4.3),6,1.0
group01404,None Provided,10,0.6
group01405,cyclase family protein,6,0.3333333333333333
group01406,Uracil permease,15,1.0
group01407,"transcriptional regulator, PbsX family",8,1.0
group01408,hypothetical protein,13,0.5384615384615384
group01409,None Provided,7,0.5714285714285714
group01410,Maltodextrin glucosidase (EC 3.2.1.20),10,0.7
group01411,Pantothenate kinase (EC 2.7.1.33),12,0.5
group01412,None Provided,3,0.6666666666666666
group01413,hypothetical protein,5,0.6
group01414,hypothetical protein,12,0.5833333333333334
group01415,"3-hydroxyacyl-acyl-carrier-protein dehydratase, FabZ form (EC 4.2.1.59)",1,1.0
group01416,N-acyl-D-amino-acid deacylase( EC:3.5.1.81 ),3,0.3333333333333333
group01417,"Thiamin ABC transporter, transmembrane component",1,1.0
group01418,Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site,9,1.0
group01419,"Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type",13,1.0
group01420,None Provided,8,0.75
group01421,hypothetical protein,14,0.6428571428571429
group01422,None Provided,7,0.8571428571428571
group01423,None Provided,13,0.46153846153846156
group01424,hypothetical protein,6,0.6666666666666666
group01425,Cytosine deaminase (EC 3.5.4.1),6,1.0
group01426,Enoyl-CoA hydratase (EC 4.2.1.17),1,1.0
group01427,NAD-dependent formate dehydrogenase alpha subunit,8,1.0
group01428,None Provided,13,0.8461538461538461
group01429,"Thiamin ABC transporter, substrate-binding component",2,1.0
group01430,Homocysteine S-methyltransferase (EC 2.1.1.10),6,1.0
group01431,None Provided,12,0.9166666666666666
group01432,hypothetical protein,10,0.6
group01433,Aliphatic amidase AmiE (EC 3.5.1.4),1,1.0
group01434,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),1,1.0
group01435,None Provided,8,1.0
group01436,None Provided,4,0.5
group01437,hypothetical protein,9,1.0
group01438,hypothetical protein,8,0.875
group01439,Uncharacterized protein UPF0114,11,0.6363636363636364
group01440,hypothetical protein,11,0.9090909090909091
group01441,hypothetical protein,13,0.9230769230769231
group01442,hypothetical protein,11,0.5454545454545454
group01443,hypothetical protein,7,0.7142857142857143
group01444,Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),7,1.0
group01445,prolyl oligopeptidase family protein,1,1.0
group01446,None Provided,8,0.875
group01447,None Provided,12,0.5
group01448,hypothetical protein,7,0.5714285714285714
group01449,None Provided,6,0.8333333333333334
group01450,None Provided,5,0.6
group01451,hypothetical protein,4,0.75
group01452,Butyryl-CoA dehydrogenase (EC 1.3.8.1),1,1.0
group01453,None Provided,8,1.0
group01454,Thiamin biosynthesis lipoprotein ApbE,10,0.5
group01455,FIG00945572: hypothetical protein,13,0.9230769230769231
group01456,"Possible fucose ABC transporter, substrate-binding component",10,0.7
group01457,Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),9,1.0
group01458,hypothetical protein,4,1.0
group01459,Cytosine/purine/uracil/thiamine/allantoin permease family protein,4,1.0
group01460,hypothetical protein,12,0.6666666666666666
group01461,"Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)",2,1.0
group01462,None Provided,9,0.5555555555555556
group01463,Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33),8,1.0
group01464,Choline kinase (EC 2.7.1.32),9,1.0
group01465,hypothetical protein,10,0.6
group01466,Lipid A export ATP-binding/permease protein MsbA,5,1.0
group01467,None Provided,2,1.0
group01468,Carbon monoxide dehydrogenase medium chain (EC 1.2.99.2),3,1.0
group01469,None Provided,2,1.0
group01470,Cytochrome c oxidase polypeptide II (EC 1.9.3.1),10,0.6
group01471,None Provided,1,1.0
group01472,Methylisocitrate lyase (EC 4.1.3.30),7,1.0
group01473,None Provided,12,0.6666666666666666
group01474,Homospermidine synthase( EC:2.5.1.44 ),8,0.75
group01475,hypothetical protein,9,1.0
group01476,hypothetical protein,5,0.6
group01477,None Provided,2,1.0
group01478,None Provided,10,0.8
group01479,hypothetical protein,9,0.5555555555555556
group01480,None Provided,3,1.0
group01481,hypothetical protein,4,0.75
group01482,Putative Dimethylglycine oxidase,10,1.0
group01483,hypothetical protein,9,0.4444444444444444
group01484,Epi-inositol hydrolase (EC 3.7.1.-),7,0.8571428571428571
group01485,None Provided,12,0.9166666666666666
group01486,Trimethylamine methyltransferase family protein,7,0.8571428571428571
group01487,None Provided,11,0.8181818181818182
group01488,Purine nucleoside phosphorylase (EC 2.4.2.1),4,0.5
group01489,Enoyl-CoA hydratase (EC 4.2.1.17),1,1.0
group01490,N-acetylneuraminate synthase (EC 2.5.1.56),4,1.0
group01491,None Provided,6,0.8333333333333334
group01492,Thiolase,1,1.0
group01493,Enoyl-acyl-carrier-protein reductase FMN (EC 1.3.1.9),7,1.0
group01494,Vitamin K epoxide reductase,4,1.0
group01495,Altronate hydrolase (EC 4.2.1.7),11,0.8181818181818182
group01496,"Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)",7,0.5714285714285714
group01497,Quaternary ammonium compound-resistance protein SugE,9,0.5555555555555556
group01498,ABC-type Fe3+ transport system periplasmic component-like protein,8,0.75
group01499,None Provided,12,0.8333333333333334
group01500,None Provided,4,0.5
group01501,1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22),10,0.7
group01502,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),7,1.0
group01503,Riboflavin transporter PnuX,12,1.0
group01504,None Provided,6,0.8333333333333334
group01505,hypothetical protein,10,0.7
group01506,CTP:molybdopterin cytidylyltransferase,3,1.0
group01507,putative oxidoreductase protein,1,1.0
group01508,None Provided,1,1.0
group01509,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,1,1.0
group01510,None Provided,3,1.0
group01511,5-nucleotidase (EC 3.1.3.5),10,1.0
group01512,Alpha-glucosides-binding periplasmic protein AglE precursor,10,1.0
group01513,Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48),8,1.0
group01514,None Provided,5,0.6
group01515,None Provided,9,0.5555555555555556
group01516,None Provided,7,0.7142857142857143
group01517,None Provided,12,0.8333333333333334
group01518,Possible transmembrane protein,10,0.7
group01519,Phosphate transport system permease protein PstA (TC 3.A.1.7.1),1,1.0
group01520,None Provided,10,1.0
group01521,None Provided,3,0.6666666666666666
group01522,None Provided,11,1.0
group01523,putative ABC transporter ATP-binding protein,5,1.0
group01524,None Provided,9,0.5555555555555556
group01525,None Provided,8,0.75
group01526,None Provided,5,0.6
group01527,D-tagatose 3-epimerase (EC 5.3.1.-),8,0.75
group01528,None Provided,9,1.0
group01529,"2-oxoglutarate oxidoreductase, alpha subunit (EC 1.2.7.3)",3,1.0
group01530,Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-),5,0.6
group01531,Formaldehyde activating enzyme,1,1.0
group01532,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),4,1.0
group01533,hypothetical protein,1,1.0
group01534,D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30),6,0.6666666666666666
group01535,None Provided,5,0.6
group01536,None Provided,9,1.0
group01537,probable glycosyltransferase WbpH,10,0.4
group01538,L-fuconate dehydratase (EC 4.2.1.68),10,1.0
group01539,Transport ATP-binding protein CydD,8,1.0
group01540,hypothetical protein,8,0.375
group01541,Formate dehydrogenase chain D (EC 1.2.1.2),7,1.0
group01542,None Provided,10,0.5
group01543,"ABC sugar transporter, inner membrane subunit",9,0.4444444444444444
group01544,Cytosine/purine/uracil/thiamine/allantoin permease family protein,2,1.0
group01545,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),9,0.6666666666666666
group01546,None Provided,6,0.5
group01547,"Glycine betaine ABC transport system, permease protein OpuAB",8,0.625
group01548,hypothetical protein,5,0.8
group01549,None Provided,11,0.7272727272727273
group01550,None Provided,9,0.7777777777777778
group01551,Allantoinase (EC 3.5.2.5),1,1.0
group01552,None Provided,3,0.6666666666666666
group01553,hypothetical protein,3,0.6666666666666666
group01554,L-fuco-beta-pyranose dehydrogenase (EC 1.1.1.122),9,1.0
group01555,putative N-acetyltransferase,2,1.0
group01556,hypothetical protein,4,1.0
group01557,Naphthoate synthase (EC 4.1.3.36),3,0.6666666666666666
group01558,hypothetical protein,11,0.5454545454545454
group01559,"Heme ABC transporter, cell surface heme and hemoprotein receptor HmuT",9,1.0
group01560,None Provided,10,1.0
group01561,"2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)",3,1.0
group01562,None Provided,9,0.6666666666666666
group01563,Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster,9,1.0
group01564,Phosphoheptose isomerase 1 (EC 5.3.1.-),4,0.5
group01565,None Provided,9,1.0
group01566,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",1,1.0
group01567,None Provided,1,1.0
group01568,None Provided,1,1.0
group01569,hypothetical protein,8,0.75
group01570,3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6); Glutaconate CoA-transferase subunit B (EC 2.8.3.12),2,1.0
